"Short name","Hour","HUAW_eRAN_R8_DL Traffic Volume MBytes","HUAW_eRAN_R8_UL Traffic Volume MBytes","L.Traffic.ActiveUser.DL.Max","L.Traffic.ActiveUser.DL.Avg"
1015_L_1_18F03,2016071213,83.011148,6.946187,3,0.026000
1015_L_1_18F03,2016071214,21.795065,5.372849,2,0.013000
1015_L_1_18F03,2016071215,34.863016,6.112496,3,0.028000
1015_L_1_18F03,2016071216,108.922094,26.088292,3,0.042000
1015_L_1_18F03,2016071217,103.625333,6.005602,3,0.025000
1015_L_1_18F03,2016071218,53.163630,4.650415,3,0.021000
1015_L_1_18F03,2016071219,34.984708,12.024322,3,0.021000
1015_L_1_18F03,2016071220,33.888840,5.575942,3,0.027000
1015_L_1_18F03,2016071221,68.112749,11.032842,3,0.029000
1015_L_1_18F03,2016071222,87.550493,7.261580,3,0.025000
1015_L_1_18F03,2016071223,110.360439,7.165016,2,0.026000
1017_L_1_09F01,2016071100,1.314949,0.613446,2,0.003000
1017_L_1_09F01,2016071101,0.164142,0.118561,1,0.001000
1017_L_1_09F01,2016071102,3.574604,0.407756,1,0.002000
1017_L_1_09F01,2016071103,5.747491,0.677916,2,0.003000
1017_L_1_09F01,2016071104,0.005674,0.004056,1,0
1017_L_1_09F01,2016071105,8.107287,0.417265,1,0.001000
1017_L_1_09F01,2016071106,2.703339,0.570997,1,0.001000
1017_L_1_09F01,2016071107,9.751960,1.049277,2,0.004000
1017_L_1_09F01,2016071108,1.284245,0.347001,1,0.003000
1017_L_1_09F01,2016071109,5.317413,0.944240,2,0.007000
1017_L_1_09F01,2016071110,26.036389,2.349202,3,0.008000
1017_L_1_09F01,2016071111,15.024514,1.196210,2,0.009000
1017_L_1_09F01,2016071112,40.333100,15.328197,2,0.022000
1017_L_1_09F01,2016071113,51.182017,2.217574,3,0.018000
1017_L_1_09F01,2016071114,25.136044,1.886396,2,0.011000
1017_L_1_09F01,2016071115,5.544770,1.018583,2,0.004000
1017_L_1_09F01,2016071116,104.582390,5.367118,3,0.016000
1017_L_1_09F01,2016071117,12.197601,1.347532,2,0.007000
1017_L_1_09F01,2016071118,42.445324,3.510437,2,0.014000
1017_L_1_09F01,2016071119,4.007118,0.687471,2,0.007000
1017_L_1_09F01,2016071120,13.700071,1.617814,2,0.012000
1017_L_1_09F01,2016071121,14.195535,0.774786,2,0.011000
1017_L_1_09F01,2016071122,160.292177,7.050761,2,0.037000
1017_L_1_09F01,2016071123,42.306557,1.640425,2,0.010000
1017_L_1_09F01,2016071200,200.667197,2.988516,2,0.020000
1017_L_1_09F01,2016071201,429.435467,5.111129,2,0.034000
1017_L_1_09F01,2016071202,0.002510,0.002855,1,0
1017_L_1_09F01,2016071203,0.013151,0.020339,1,0
1017_L_1_09F01,2016071204,0.727706,0.294421,1,0.001000
1017_L_1_09F01,2016071205,0.008815,0.007539,1,0
1017_L_1_09F01,2016071206,4.712242,0.433009,1,0.003000
1017_L_1_09F01,2016071207,2.680581,0.735331,2,0.004000
1017_L_1_09F01,2016071208,5.506990,0.756874,1,0.004000
1017_L_1_09F01,2016071209,13.267593,1.751844,2,0.005000
1017_L_1_09F01,2016071210,2.178952,1.367204,1,0.003000
1017_L_1_09F01,2016071211,57.130583,1.976871,2,0.009000
1017_L_1_09F01,2016071212,18.203666,4.198778,3,0.016000
1017_L_1_09F01,2016071213,178.024333,9.131057,3,0.054000
1017_L_1_09F01,2016071214,6.152532,1.024961,2,0.008000
1017_L_1_09F01,2016071215,4.637214,0.967919,2,0.004000
1017_L_1_09F01,2016071216,14.465057,3.020131,2,0.013000
1017_L_1_09F01,2016071217,26.175772,3.156972,3,0.013000
1017_L_1_09F01,2016071218,35.975060,3.317719,2,0.015000
1017_L_1_09F01,2016071219,34.334922,2.096620,2,0.016000
1017_L_1_09F01,2016071220,59.695900,7.151490,2,0.020000
1017_L_1_09F01,2016071221,59.501891,1.944975,2,0.014000
1017_L_1_09F01,2016071222,71.790948,53.681462,3,0.029000
1017_L_1_09F01,2016071223,68.096346,21.208838,3,0.018000
1017_L_1_09F02,2016071100,0.162950,0.058141,1,0
1017_L_1_09F02,2016071101,0.512075,0.226592,2,0.001000
1017_L_1_09F02,2016071102,0.366028,0.133128,1,0
1017_L_1_09F02,2016071103,0.000475,0.005829,1,0
1017_L_1_09F02,2016071104,0.000618,0.005505,1,0
1017_L_1_09F02,2016071105,0.003518,0.049630,1,0
1017_L_1_09F02,2016071106,0.002402,0.004633,1,0
1017_L_1_09F02,2016071107,0.098713,0.093565,1,0
1017_L_1_09F02,2016071108,17.937596,0.856733,2,0.007000
1017_L_1_09F02,2016071109,0.919956,0.330709,1,0.001000
1017_L_1_09F02,2016071110,0.183780,0.113173,1,0.001000
1017_L_1_09F02,2016071111,92.273171,10.998355,2,0.036000
1017_L_1_09F02,2016071112,382.147743,186.145111,2,0.200000
1017_L_1_09F02,2016071113,225.756619,159.606227,3,0.123000
1017_L_1_09F02,2016071114,18.094155,6.781023,3,0.031000
1017_L_1_09F02,2016071115,1.031056,0.810635,1,0.002000
1017_L_1_09F02,2016071116,0.703849,1.456819,2,0.002000
1017_L_1_09F02,2016071117,1.296222,9.453302,2,0.008000
1017_L_1_09F02,2016071118,16.028498,2.152335,2,0.005000
1017_L_1_09F02,2016071119,1.238489,0.366525,2,0.003000
1017_L_1_09F02,2016071120,2.266526,0.554473,1,0.002000
1017_L_1_09F02,2016071121,0.961065,0.272889,1,0.001000
1017_L_1_09F02,2016071122,0.080015,0.033116,1,0
1017_L_1_09F02,2016071123,3.537767,0.456755,2,0.002000
1017_L_1_09F02,2016071200,1.592155,0.321587,1,0.004000
1017_L_1_09F02,2016071201,0.003693,0.000246,1,0
1017_L_1_09F02,2016071202,0,0,0,0
1017_L_1_09F02,2016071203,1.057089,0.259369,1,0.001000
1017_L_1_09F02,2016071204,0.000178,0.000354,1,0
1017_L_1_09F02,2016071205,0.053508,0.021506,1,0
1017_L_1_09F02,2016071206,1.327178,0.162468,1,0
1017_L_1_09F02,2016071207,1.138194,0.161418,1,0
1017_L_1_09F02,2016071208,7.656663,0.735520,1,0.003000
1017_L_1_09F02,2016071209,34.911241,0.816315,2,0.007000
1017_L_1_09F02,2016071210,1.551927,1.381694,2,0.002000
1017_L_1_09F02,2016071211,12.825706,0.693858,1,0.002000
1017_L_1_09F02,2016071212,1.735774,0.229567,1,0.004000
1017_L_1_09F02,2016071213,14.121306,0.457901,1,0.002000
1017_L_1_09F02,2016071214,11.485606,0.615211,2,0.004000
1017_L_1_09F02,2016071215,18.647860,1.019156,2,0.007000
1017_L_1_09F02,2016071216,12.835235,0.638412,2,0.004000
1017_L_1_09F02,2016071217,1.825912,0.697916,2,0.004000
1017_L_1_09F02,2016071218,2.496578,0.395005,2,0.002000
1017_L_1_09F02,2016071219,0.910259,0.498036,1,0.002000
1017_L_1_09F02,2016071220,2.413424,0.562403,1,0.001000
1017_L_1_09F02,2016071221,4.597752,0.442453,2,0.002000
1017_L_1_09F02,2016071222,4.096104,0.471833,1,0.002000
1017_L_1_09F02,2016071223,0.155908,0.075055,1,0.003000
1017_L_1_09F03,2016071100,8.579058,0.317628,1,0.004000
1017_L_1_09F03,2016071101,0.084790,0.050076,1,0
1017_L_1_09F03,2016071102,3.092216,0.230181,2,0.001000
1017_L_1_09F03,2016071103,0.020969,0.011301,1,0
1017_L_1_09F03,2016071104,0,0,0,0
1017_L_1_09F03,2016071105,0,0.000010,1,0
1017_L_1_09F03,2016071106,0.197825,0.087972,1,0
1017_L_1_09F03,2016071107,0.050610,0.014057,1,0
1017_L_1_09F03,2016071108,7.353620,0.631324,1,0.004000
1017_L_1_09F03,2016071109,1.564592,1.032059,2,0.002000
1017_L_1_09F03,2016071110,0.788851,0.486737,2,0.002000
1017_L_1_09F03,2016071111,33.178254,3.668543,2,0.012000
1017_L_1_09F03,2016071112,14.344421,1.129228,1,0.003000
1017_L_1_09F03,2016071113,6.403154,0.891904,2,0.003000
1017_L_1_09F03,2016071114,2.288976,0.727429,1,0.002000
1017_L_1_09F03,2016071115,6.721551,9.248231,2,0.007000
1017_L_1_09F03,2016071116,9.110292,13.151079,2,0.011000
1017_L_1_09F03,2016071117,5.047511,10.143144,2,0.007000
1017_L_1_09F03,2016071118,1.101864,1.823239,1,0.002000
1017_L_1_09F03,2016071119,1.511087,0.503881,2,0.003000
1017_L_1_09F03,2016071120,4.854957,0.814007,2,0.004000
1017_L_1_09F03,2016071121,3.258575,0.534863,1,0.001000
1017_L_1_09F03,2016071122,9.921588,0.571777,1,0.004000
1017_L_1_09F03,2016071123,22.953792,2.154572,2,0.011000
1017_L_1_09F03,2016071200,20.892801,1.086748,2,0.008000
1017_L_1_09F03,2016071201,0.636616,0.277183,1,0.001000
1017_L_1_09F03,2016071202,28.546022,1.361638,1,0.005000
1017_L_1_09F03,2016071203,12.610523,1.493998,1,0.006000
1017_L_1_09F03,2016071204,0.080295,0.027443,1,0
1017_L_1_09F03,2016071205,0.024148,0.010872,1,0
1017_L_1_09F03,2016071206,0.202678,0.072140,1,0
1017_L_1_09F03,2016071207,0.089449,0.044371,1,0
1017_L_1_09F03,2016071208,2.717704,0.364029,1,0.002000
1017_L_1_09F03,2016071209,0.860564,0.227086,1,0.002000
1017_L_1_09F03,2016071210,7.456250,0.610476,2,0.003000
1017_L_1_09F03,2016071211,32.846438,1.886811,2,0.007000
1017_L_1_09F03,2016071212,0.752977,0.941295,2,0.002000
1017_L_1_09F03,2016071213,8.701769,17.955492,2,0.018000
1017_L_1_09F03,2016071214,2.198038,0.378516,1,0.002000
1017_L_1_09F03,2016071215,0.819686,0.277061,1,0.001000
1017_L_1_09F03,2016071216,1.997140,0.439450,2,0.004000
1017_L_1_09F03,2016071217,8.707542,1.702893,2,0.006000
1017_L_1_09F03,2016071218,45.346367,1.779760,2,0.015000
1017_L_1_09F03,2016071219,10.340528,4.724024,1,0.002000
1017_L_1_09F03,2016071220,1.731969,0.834916,1,0.002000
1017_L_1_09F03,2016071221,7.790243,1.536859,2,0.006000
1017_L_1_09F03,2016071222,14.925553,1.791759,2,0.008000
1017_L_1_09F03,2016071223,29.861124,3.186288,2,0.015000
1017_L_1_18F01,2016071100,195.344891,12.166581,3,0.033000
1017_L_1_18F01,2016071101,4.228561,1.635818,2,0.008000
1017_L_1_18F01,2016071102,16.849670,2.684641,2,0.010000
1017_L_1_18F01,2016071103,115.549916,9.690671,3,0.030000
1017_L_1_18F01,2016071104,66.367513,5.879282,2,0.022000
1017_L_1_18F01,2016071105,71.468346,6.012486,3,0.022000
1017_L_1_18F01,2016071106,27.055389,3.160648,2,0.012000
1017_L_1_18F01,2016071107,114.873218,8.412268,3,0.028000
1017_L_1_18F01,2016071108,205.020931,9.902597,3,0.029000
1017_L_1_18F01,2016071109,406.472380,15.012021,3,0.048000
1017_L_1_18F01,2016071110,273.072583,11.746905,3,0.043000
1017_L_1_18F01,2016071111,217.398994,18.573240,3,0.051000
1017_L_1_18F01,2016071112,200.221486,12.721842,3,0.041000
1017_L_1_18F01,2016071113,219.057485,13.245075,4,0.044000
1017_L_1_18F01,2016071114,136.509263,31.675236,3,0.039000
1017_L_1_18F01,2016071115,154.995619,31.137980,3,0.045000
1017_L_1_18F01,2016071116,212.814803,25.981242,3,0.043000
1017_L_1_18F01,2016071117,212.063376,13.826047,3,0.053000
1017_L_1_18F01,2016071118,238.227364,16.317009,3,0.057000
1017_L_1_18F01,2016071119,146.579095,26.957988,3,0.053000
1017_L_1_18F01,2016071120,191.974286,15.793417,4,0.057000
1017_L_1_18F01,2016071121,133.791501,22.541129,3,0.036000
1017_L_1_18F01,2016071122,429.806465,18.541600,4,0.100000
1017_L_1_18F01,2016071123,663.008743,24.722650,3,0.100000
1017_L_1_18F01,2016071200,460.346263,44.085295,4,0.069000
1017_L_1_18F01,2016071201,243.719863,6.577887,3,0.030000
1017_L_1_18F01,2016071202,6.879884,2.349064,2,0.013000
1017_L_1_18F01,2016071203,3.635016,1.404109,2,0.011000
1017_L_1_18F01,2016071204,48.391613,2.986058,2,0.014000
1017_L_1_18F01,2016071205,12.780203,2.974627,3,0.014000
1017_L_1_18F01,2016071206,19.303474,3.591125,2,0.015000
1017_L_1_18F01,2016071207,133.149502,9.627910,3,0.031000
1017_L_1_18F01,2016071208,123.557239,9.072659,3,0.026000
1017_L_1_18F01,2016071209,122.128838,17.269988,4,0.054000
1017_L_1_18F01,2016071210,67.247433,26.381826,3,0.060000
1017_L_1_18F01,2016071211,157.134768,19.088203,3,0.042000
1017_L_1_18F01,2016071212,172.631333,165.243394,4,0.070000
1017_L_1_18F01,2016071213,85.165174,17.926194,3,0.060000
1017_L_1_18F01,2016071214,101.345786,17.469597,4,0.060000
1017_L_1_18F01,2016071215,235.928985,100.649487,3,0.086000
1017_L_1_18F01,2016071216,186.817871,31.486930,3,0.063000
1017_L_1_18F01,2016071217,53.761477,8.136558,3,0.032000
1017_L_1_18F01,2016071218,391.700400,19.189529,4,0.066000
1017_L_1_18F01,2016071219,130.937434,17.948971,3,0.047000
1017_L_1_18F01,2016071220,179.435430,13.236827,3,0.046000
1017_L_1_18F01,2016071221,67.749564,15.188820,3,0.036000
1017_L_1_18F01,2016071222,163.628523,36.437821,3,0.057000
1017_L_1_18F01,2016071223,217.533998,18.099067,3,0.043000
1017_L_1_18F02,2016071100,36.529291,7.901565,3,0.012000
1017_L_1_18F02,2016071101,60.586121,3.965511,3,0.016000
1017_L_1_18F02,2016071102,8.606201,2.571747,2,0.009000
1017_L_1_18F02,2016071103,27.580700,2.306903,2,0.008000
1017_L_1_18F02,2016071104,20.495312,2.511851,3,0.011000
1017_L_1_18F02,2016071105,11.637322,3.086739,3,0.017000
1017_L_1_18F02,2016071106,126.767071,6.873151,3,0.025000
1017_L_1_18F02,2016071107,253.882388,9.444988,3,0.034000
1017_L_1_18F02,2016071108,37.574286,6.317252,3,0.019000
1017_L_1_18F02,2016071109,297.908063,21.554931,4,0.060000
1017_L_1_18F02,2016071110,143.891167,12.226891,3,0.034000
1017_L_1_18F02,2016071111,228.437096,12.177283,3,0.039000
1017_L_1_18F02,2016071112,164.245271,16.146454,4,0.058000
1017_L_1_18F02,2016071113,352.746092,70.513556,4,0.074000
1017_L_1_18F02,2016071114,359.821828,24.290950,4,0.085000
1017_L_1_18F02,2016071115,316.685532,9.776162,3,0.047000
1017_L_1_18F02,2016071116,197.656302,14.613172,4,0.048000
1017_L_1_18F02,2016071117,119.727968,10.231703,4,0.042000
1017_L_1_18F02,2016071118,270.496681,15.981101,4,0.075000
1017_L_1_18F02,2016071119,98.721881,87.854499,3,0.049000
1017_L_1_18F02,2016071120,78.572654,9.475184,3,0.040000
1017_L_1_18F02,2016071121,79.794905,11.161590,3,0.045000
1017_L_1_18F02,2016071122,94.893221,15.679303,3,0.052000
1017_L_1_18F02,2016071123,119.590910,8.612444,3,0.027000
1017_L_1_18F02,2016071200,224.723891,10.125326,3,0.036000
1017_L_1_18F02,2016071201,282.519945,6.272406,3,0.032000
1017_L_1_18F02,2016071202,10.918174,2.679526,2,0.009000
1017_L_1_18F02,2016071203,5.569908,1.911731,2,0.008000
1017_L_1_18F02,2016071204,11.959726,14.697233,2,0.012000
1017_L_1_18F02,2016071205,11.342294,2.102504,2,0.009000
1017_L_1_18F02,2016071206,29.615930,3.898728,3,0.015000
1017_L_1_18F02,2016071207,111.756524,5.413027,3,0.028000
1017_L_1_18F02,2016071208,145.373302,10.701398,3,0.036000
1017_L_1_18F02,2016071209,193.677421,18.997774,3,0.042000
1017_L_1_18F02,2016071210,110.889170,12.135281,3,0.064000
1017_L_1_18F02,2016071211,69.223045,8.921707,3,0.032000
1017_L_1_18F02,2016071212,326.544064,14.657867,3,0.054000
1017_L_1_18F02,2016071213,69.773138,10.029708,4,0.031000
1017_L_1_18F02,2016071214,53.176651,8.826336,3,0.038000
1017_L_1_18F02,2016071215,100.266357,7.610474,4,0.030000
1017_L_1_18F02,2016071216,103.592062,18.718864,3,0.043000
1017_L_1_18F02,2016071217,397.085249,24.560215,4,0.071000
1017_L_1_18F02,2016071218,215.329955,22.895021,3,0.072000
1017_L_1_18F02,2016071219,192.654923,14.225829,4,0.059000
1017_L_1_18F02,2016071220,169.398124,12.675979,3,0.054000
1017_L_1_18F02,2016071221,36.450394,9.240504,3,0.041000
1017_L_1_18F02,2016071222,226.126596,14.526899,3,0.044000
1017_L_1_18F02,2016071223,176.677803,12.573638,3,0.038000
1017_L_1_18F03,2016071100,82.619175,4.699861,3,0.014000
1017_L_1_18F03,2016071101,144.511698,4.600920,2,0.012000
1017_L_1_18F03,2016071102,1.329396,0.520701,2,0.004000
1017_L_1_18F03,2016071103,8.702516,0.966103,2,0.003000
1017_L_1_18F03,2016071104,1.314905,0.538320,2,0.002000
1017_L_1_18F03,2016071105,5.180032,0.600863,1,0.002000
1017_L_1_18F03,2016071106,44.656181,3.743869,2,0.012000
1017_L_1_18F03,2016071107,84.530137,6.818619,3,0.024000
1017_L_1_18F03,2016071108,71.812799,87.660289,3,0.032000
1017_L_1_18F03,2016071109,75.231544,15.478762,3,0.037000
1017_L_1_18F03,2016071110,147.208520,11.502268,3,0.039000
1017_L_1_18F03,2016071111,109.312600,24.904817,3,0.038000
1017_L_1_18F03,2016071112,140.729106,40.080838,3,0.043000
1017_L_1_18F03,2016071113,131.486028,13.828484,3,0.039000
1017_L_1_18F03,2016071114,77.819612,13.176071,3,0.030000
1017_L_1_18F03,2016071115,68.654158,16.461203,3,0.040000
1017_L_1_18F03,2016071116,107.450000,16.655179,3,0.047000
1017_L_1_18F03,2016071117,107.147276,23.082528,3,0.038000
1017_L_1_18F03,2016071118,241.347425,19.178606,4,0.060000
1017_L_1_18F03,2016071119,206.930573,74.228931,4,0.093000
1017_L_1_18F03,2016071120,204.749309,24.482074,3,0.072000
1017_L_1_18F03,2016071121,169.552591,78.129635,4,0.057000
1017_L_1_18F03,2016071122,76.895771,16.584379,3,0.044000
1017_L_1_18F03,2016071123,52.543989,8.173017,3,0.023000
1017_L_1_18F03,2016071200,91.148278,6.679249,2,0.023000
1017_L_1_18F03,2016071201,48.187334,6.511837,3,0.018000
1017_L_1_18F03,2016071202,5.471183,1.515799,2,0.005000
1017_L_1_18F03,2016071203,10.236726,1.374666,2,0.005000
1017_L_1_18F03,2016071204,20.485207,1.865255,2,0.015000
1017_L_1_18F03,2016071205,5.115827,0.912346,2,0.005000
1017_L_1_18F03,2016071206,9.963924,2.652566,3,0.007000
1017_L_1_18F03,2016071207,107.051060,9.442088,3,0.032000
1017_L_1_18F03,2016071208,183.733649,16.057270,3,0.046000
1017_L_1_18F03,2016071209,127.848857,24.932631,4,0.048000
1017_L_1_18F03,2016071210,22.804914,6.673566,3,0.021000
1017_L_1_18F03,2016071211,130.707873,10.978258,3,0.035000
1017_L_1_18F03,2016071212,65.951188,21.339786,3,0.032000
1017_L_1_18F03,2016071213,134.051677,15.475615,3,0.045000
1017_L_1_18F03,2016071214,88.570727,12.763330,3,0.043000
1017_L_1_18F03,2016071215,107.757180,10.378716,3,0.038000
1017_L_1_18F03,2016071216,344.212791,17.718690,4,0.067000
1017_L_1_18F03,2016071217,143.115188,20.425306,3,0.044000
1017_L_1_18F03,2016071218,95.872056,12.351701,3,0.049000
1017_L_1_18F03,2016071219,107.735320,11.161777,3,0.037000
1017_L_1_18F03,2016071220,134.310294,103.556691,4,0.084000
1017_L_1_18F03,2016071221,214.572913,40.420933,4,0.078000
1017_L_1_18F03,2016071222,68.234982,25.712419,4,0.059000
1017_L_1_18F03,2016071223,94.724767,10.648948,3,0.031000
1018_L_1_09F01,2016071100,13.381406,0.854184,2,0.006000
1018_L_1_09F01,2016071101,1.913417,0.768025,2,0.002000
1018_L_1_09F01,2016071102,0.887302,0.251029,1,0.001000
1018_L_1_09F01,2016071103,0.897082,0.220185,1,0.001000
1018_L_1_09F01,2016071104,0.082190,0.040520,1,0
1018_L_1_09F01,2016071105,0.500171,0.128309,1,0.001000
1018_L_1_09F01,2016071106,3.357664,0.589782,1,0.002000
1018_L_1_09F01,2016071107,24.269762,1.388153,2,0.006000
1018_L_1_09F01,2016071108,6.107044,1.721459,2,0.007000
1018_L_1_09F01,2016071109,7.113569,1.180765,2,0.006000
1018_L_1_09F01,2016071110,12.306227,1.083625,2,0.009000
1018_L_1_09F01,2016071111,20.473047,2.493895,2,0.011000
1018_L_1_09F01,2016071112,15.428452,1.323776,3,0.008000
1018_L_1_09F01,2016071113,6.975883,0.870327,1,0.004000
1018_L_1_09F01,2016071114,10.223118,2.132755,2,0.005000
1018_L_1_09F01,2016071115,20.318995,2.522793,2,0.012000
1018_L_1_09F01,2016071116,38.320007,3.683595,2,0.015000
1018_L_1_09F01,2016071117,24.457985,2.767002,3,0.014000
1018_L_1_09F01,2016071118,73.131646,1.837328,2,0.018000
1018_L_1_09F01,2016071119,14.845873,4.041886,2,0.015000
1018_L_1_09F01,2016071120,18.544780,2.228887,2,0.011000
1018_L_1_09F01,2016071121,38.600818,2.291296,2,0.009000
1018_L_1_09F01,2016071122,28.423915,2.719269,2,0.012000
1018_L_1_09F01,2016071123,27.654030,2.974817,2,0.014000
1018_L_1_09F01,2016071200,17.428346,1.147495,2,0.009000
1018_L_1_09F01,2016071201,12.972857,0.569054,1,0.004000
1018_L_1_09F01,2016071202,0.093858,0.046663,1,0
1018_L_1_09F01,2016071203,0.004854,0.001572,1,0
1018_L_1_09F01,2016071204,0.022241,0.009963,1,0
1018_L_1_09F01,2016071205,8.466677,1.275504,1,0.004000
1018_L_1_09F01,2016071206,3.254126,0.468392,1,0.002000
1018_L_1_09F01,2016071207,7.802035,1.087592,1,0.004000
1018_L_1_09F01,2016071208,148.911758,3.504663,2,0.025000
1018_L_1_09F01,2016071209,184.440439,8.535992,2,0.035000
1018_L_1_09F01,2016071210,259.294180,33.796139,3,0.060000
1018_L_1_09F01,2016071211,61.173017,4.877544,2,0.025000
1018_L_1_09F01,2016071212,6.779182,1.307958,2,0.006000
1018_L_1_09F01,2016071213,12.857113,5.159046,2,0.008000
1018_L_1_09F01,2016071214,33.199082,4.683064,3,0.028000
1018_L_1_09F01,2016071215,7.424728,2.737140,2,0.009000
1018_L_1_09F01,2016071216,18.864989,2.418955,2,0.023000
1018_L_1_09F01,2016071217,4.421181,1.271824,2,0.007000
1018_L_1_09F01,2016071218,124.019626,2.632627,3,0.034000
1018_L_1_09F01,2016071219,58.887752,8.357029,3,0.027000
1018_L_1_09F01,2016071220,11.535238,2.598471,2,0.007000
1018_L_1_09F01,2016071221,40.480851,7.282901,2,0.018000
1018_L_1_09F01,2016071222,34.355838,2.886222,3,0.048000
1018_L_1_09F01,2016071223,4.539363,1.136309,2,0.005000
1018_L_1_09F02,2016071100,3.577261,1.108212,2,0.003000
1018_L_1_09F02,2016071101,1.865232,0.828138,1,0.002000
1018_L_1_09F02,2016071102,0.101939,0.071420,1,0
1018_L_1_09F02,2016071103,0.347980,0.119006,1,0
1018_L_1_09F02,2016071104,8.537504,0.165939,1,0.002000
1018_L_1_09F02,2016071105,141.596434,5.044315,2,0.019000
1018_L_1_09F02,2016071106,17.030129,0.648490,1,0.003000
1018_L_1_09F02,2016071107,23.618340,1.952639,2,0.008000
1018_L_1_09F02,2016071108,4.474652,1.175126,2,0.008000
1018_L_1_09F02,2016071109,15.175848,4.092433,2,0.009000
1018_L_1_09F02,2016071110,14.186687,1.981340,2,0.008000
1018_L_1_09F02,2016071111,84.234581,4.891227,3,0.024000
1018_L_1_09F02,2016071112,29.107306,3.253171,2,0.009000
1018_L_1_09F02,2016071113,63.401389,2.159717,2,0.010000
1018_L_1_09F02,2016071114,6.762528,1.575994,2,0.011000
1018_L_1_09F02,2016071115,38.926521,2.808139,3,0.016000
1018_L_1_09F02,2016071116,24.135921,2.930795,3,0.017000
1018_L_1_09F02,2016071117,28.223046,6.296102,2,0.021000
1018_L_1_09F02,2016071118,111.615861,4.868225,3,0.031000
1018_L_1_09F02,2016071119,35.473369,5.070345,2,0.018000
1018_L_1_09F02,2016071120,75.147854,5.253209,2,0.024000
1018_L_1_09F02,2016071121,31.245466,4.652134,2,0.020000
1018_L_1_09F02,2016071122,6.722692,0.871040,2,0.004000
1018_L_1_09F02,2016071123,5.797375,1.283668,2,0.005000
1018_L_1_09F02,2016071200,1.259690,0.481471,1,0.002000
1018_L_1_09F02,2016071201,0.208329,0.060519,1,0
1018_L_1_09F02,2016071202,0.157374,0.133086,1,0
1018_L_1_09F02,2016071203,0.042781,0.021173,1,0
1018_L_1_09F02,2016071204,0.116460,0.035313,1,0
1018_L_1_09F02,2016071205,1.511617,0.086495,1,0
1018_L_1_09F02,2016071206,32.557307,2.196564,2,0.009000
1018_L_1_09F02,2016071207,12.175473,1.722496,2,0.011000
1018_L_1_09F02,2016071208,49.435152,2.655061,3,0.010000
1018_L_1_09F02,2016071209,12.812522,3.210732,2,0.010000
1018_L_1_09F02,2016071210,24.267418,2.490555,3,0.011000
1018_L_1_09F02,2016071211,40.713331,2.995712,2,0.023000
1018_L_1_09F02,2016071212,42.006199,4.601650,2,0.017000
1018_L_1_09F02,2016071213,41.086810,9.509007,3,0.021000
1018_L_1_09F02,2016071214,37.711277,4.126413,3,0.020000
1018_L_1_09F02,2016071215,22.399907,3.671595,2,0.016000
1018_L_1_09F02,2016071216,114.866613,13.242799,3,0.048000
1018_L_1_09F02,2016071217,18.523738,4.117148,2,0.022000
1018_L_1_09F02,2016071218,98.304225,6.737147,3,0.043000
1018_L_1_09F02,2016071219,17.735850,2.435823,2,0.016000
1018_L_1_09F02,2016071220,12.587147,2.767698,3,0.022000
1018_L_1_09F02,2016071221,34.680883,3.538214,3,0.035000
1018_L_1_09F02,2016071222,144.886438,3.961982,2,0.030000
1018_L_1_09F02,2016071223,12.611178,0.990138,1,0.005000
1018_L_1_09F03,2016071100,3.410032,1.215713,2,0.003000
1018_L_1_09F03,2016071101,0.783772,0.179721,1,0
1018_L_1_09F03,2016071102,0.006830,0.004682,1,0
1018_L_1_09F03,2016071103,0.239339,0.117599,1,0
1018_L_1_09F03,2016071104,0.515077,0.032502,1,0
1018_L_1_09F03,2016071105,3.297063,0.188870,1,0.001000
1018_L_1_09F03,2016071106,1.259859,0.157300,1,0.001000
1018_L_1_09F03,2016071107,6.939223,0.779071,2,0.005000
1018_L_1_09F03,2016071108,6.298682,0.941287,2,0.006000
1018_L_1_09F03,2016071109,5.210999,0.897373,2,0.004000
1018_L_1_09F03,2016071110,26.515768,1.667798,2,0.007000
1018_L_1_09F03,2016071111,23.023619,3.002959,2,0.009000
1018_L_1_09F03,2016071112,11.088354,1.744316,2,0.007000
1018_L_1_09F03,2016071113,6.553858,1.154826,2,0.005000
1018_L_1_09F03,2016071114,5.668962,1.616020,2,0.005000
1018_L_1_09F03,2016071115,25.597253,1.689537,2,0.008000
1018_L_1_09F03,2016071116,29.340700,1.805878,2,0.015000
1018_L_1_09F03,2016071117,29.055314,6.523588,3,0.016000
1018_L_1_09F03,2016071118,47.121807,4.888973,3,0.022000
1018_L_1_09F03,2016071119,168.610426,8.095815,3,0.044000
1018_L_1_09F03,2016071120,250.340944,6.356816,3,0.089000
1018_L_1_09F03,2016071121,165.318078,8.039266,3,0.051000
1018_L_1_09F03,2016071122,41.471302,4.702745,3,0.015000
1018_L_1_09F03,2016071123,26.843360,3.220709,2,0.011000
1018_L_1_09F03,2016071200,3.436238,0.565669,2,0.004000
1018_L_1_09F03,2016071201,0.070134,0.011072,1,0
1018_L_1_09F03,2016071202,0,0.000002,1,0
1018_L_1_09F03,2016071203,0.404934,0.036508,1,0
1018_L_1_09F03,2016071204,0.168351,0.079401,1,0
1018_L_1_09F03,2016071205,0.254512,0.049391,1,0
